,PDBname,affinity
5705,2gd8,7.41
5706,2q2a,7.41
5707,2yi5,7.41
5708,2zzu,7.41
5709,3bgm,7.41
5710,3efj,7.41
5711,3s5y,7.41
5712,3u4r,7.41
5713,3uo5,7.41
5714,3zns,7.41
5715,4j21,7.41
5716,4jvb,7.41
5717,4l2x,7.41
5718,4mw0,7.41
5719,4p7m,7.41
5720,4ps7,7.41
5721,4qpl,7.41
5722,4qsm,7.41
5723,4r02,7.41
5724,4r92,7.41
5725,5ael,7.41
5726,5dx3,7.41
5727,5ea6,7.41
5728,5hls,7.41
5729,5ne5,7.41
5730,5q0p,7.41
5731,6fyz,7.41
5732,6g01,7.41
5733,6p1d,7.41
5734,4p5z,7.41
5735,4wn5,7.41
5736,1b55,7.4
5737,1drj,7.4
5738,1f8c,7.4
5739,1g2m,7.4
5740,1hkk,7.4
5741,1k1m,7.4
5742,1oar,7.4
5743,1owh,7.4
5744,1p04,7.4
5745,1r6n,7.4
5746,1xn3,7.4
5747,1y3g,7.4
5748,1zoe,7.4
5749,2bpy,7.4
5750,2er9,7.4
5751,2i3h,7.4
5752,2mov,7.4
5753,2o9i,7.4
5754,2rc9,7.4
5755,2vj7,7.4
5756,2vwx,7.4
5757,2wxm,7.4
5758,2xuz,7.4
5759,2zy1,7.4
5760,3ctq,7.4
5761,3ddu,7.4
5762,3dei,7.4
5763,3dog,7.4
5764,3f18,7.4
5765,3fyk,7.4
5766,3hdm,7.4
5767,3inf,7.4
5768,3kf7,7.4
5769,3lcd,7.4
5770,3m17,7.4
5771,3pj8,7.4
5772,3re4,7.4
5773,3rlq,7.4
5774,3rwh,7.4
5775,3s3m,7.4
5776,3up2,7.4
5777,3v5q,7.4
5778,3vha,7.4
5779,3zi0,7.4
5780,4a7b,7.4
5781,4fse,7.4
5782,4hgt,7.4
5783,4idv,7.4
5784,4j1i,7.4
5785,4jyt,7.4
5786,4jzi,7.4
5787,4k2f,7.4
5788,4k69,7.4
5789,4kn0,7.4
5790,4len,7.4
5791,4lv1,7.4
5792,4oty,7.4
5793,4qjo,7.4
5794,4rab,7.4
5795,4rfz,7.4
5796,4twc,7.4
5797,4w9x,7.4
5798,4whh,7.4
5799,4wx7,7.4
5800,4x0u,7.4
5801,4z83,7.4
5802,5apj,7.4
5803,5cf4,7.4
5804,5epy,7.4
5805,5fi7,7.4
5806,5hmk,7.4
5807,5i3m,7.4
5808,5l2i,7.4
5809,5m29,7.4
5810,5m44,7.4
5811,5m4c,7.4
5812,5oqw,7.4
5813,5qby,7.4
5814,5tuz,7.4
5815,5yso,7.4
5816,6a94,7.4
5817,6b1x,7.4
5818,6b1y,7.4
5819,6ew3,7.4
5820,6ez6,7.4
5821,6frf,7.4
5822,6g9k,7.4
5823,6ib0,7.4
5824,6im4,7.4
5825,6n0q,7.4
5826,6o4x,7.4
5827,6o6f,7.4
5828,6r7j,7.4
5829,1q4l,7.4
5830,4rrv,7.4
5831,4rz1,7.4
5832,1b11,7.39
5833,1d3p,7.39
5834,1fax,7.39
5835,1ilh,7.39
5836,1xoe,7.39
5837,2ddf,7.39
5838,2ei6,7.39
5839,2f9u,7.39
5840,2hzn,7.39
5841,2hzy,7.39
5842,2qhr,7.39
5843,2upj,7.39
5844,3ds9,7.39
5845,3.00E+90,7.39
5846,3eq9,7.39
5847,3fqs,7.39
5848,3hhu,7.39
5849,3otq,7.39
5850,3p5l,7.39
5851,3sh1,7.39
5852,3vi7,7.39
5853,4acu,7.39
5854,4jbp,7.39
5855,4ln7,7.39
5856,4na9,7.39
5857,4x7j,7.39
5858,4zx9,7.39
5859,5cil,7.39
5860,5j1v,7.39
5861,5pzn,7.39
5862,5trr,7.39
5863,6bl2,7.39
5864,1jd6,7.39
5865,2gm9,7.39
5866,3mna,7.39
5867,1bxq,7.38
5868,1csr,7.38
5869,1qf0,7.38
5870,1t13,7.38
5871,2np8,7.38
5872,2qi0,7.38
5873,3cqw,7.38
5874,3dbd,7.38
5875,3krw,7.38
5876,3krx,7.38
5877,3lpb,7.38
5878,3oli,7.38
5879,3uvu,7.38
5880,3v4v,7.38
5881,4ede,7.38
5882,4gd6,7.38
5883,4hfp,7.38
5884,4o07,7.38
5885,4rvl,7.38
5886,5byz,7.38
5887,5ceq,7.38
5888,5g3w,7.38
5889,5gvl,7.38
5890,5hyr,7.38
5891,5igk,7.38
5892,5igm,7.38
5893,5lny,7.38
5894,5tcj,7.38
5895,5zaj,7.38
5896,6b22,7.38
5897,6gip,7.38
5898,6h4a,7.38
5899,6pdj,7.38
5900,4x7h,7.38
5901,6dgt,7.38
5902,1b51,7.37
5903,1cnx,7.37
5904,1fao,7.37
5905,1qf5,7.37
5906,1rwx,7.37
5907,1yvh,7.37
5908,2aw1,7.37
5909,2fm5,7.37
5910,2pr9,7.37
5911,2vey,7.37
5912,2xni,7.37
5913,2y71,7.37
5914,3dp4,7.37
5915,3f7g,7.37
5916,3fw3,7.37
5917,3m11,7.37
5918,3m5e,7.37
5919,3q43,7.37
5920,3rwe,7.37
5921,4eg6,7.37
5922,4nxs,7.37
5923,4oti,7.37
5924,4zcw,7.37
5925,5d12,7.37
5926,5diu,7.37
5927,5f60,7.37
5928,5igl,7.37
5929,5n8b,7.37
5930,5osy,7.37
5931,5t36,7.37
5932,5t78,7.37
5933,5ufp,7.37
5934,5xmp,7.37
5935,6b1j,7.37
5936,6b1w,7.37
5937,6c0t,7.37
5938,6dzq,7.37
5939,6g37,7.37
5940,6nwl,7.37
5941,6pve,7.37
5942,4pp9,7.37
5943,4xtt,7.37
5944,5yg4,7.37
5945,1k6p,7.36
5946,1swg,7.36
5947,2g1q,7.36
5948,2vtt,7.36
5949,3ejt,7.36
5950,3ft3,7.36
5951,4an9,7.36
5952,4ca7,7.36
5953,4ewo,7.36
5954,4gu6,7.36
5955,4ivs,7.36
5956,4ntj,7.36
5957,4q6d,7.36
5958,4ui7,7.36
5959,4xmb,7.36
5960,4xuz,7.36
5961,4xx4,7.36
5962,5clm,7.36
5963,5ely,7.36
5964,5fl6,7.36
5965,5fqs,7.36
5966,5nev,7.36
5967,5sys,7.36
5968,5vc4,7.36
5969,6d55,7.36
5970,6e3g,7.36
5971,6e4a,7.36
5972,6ft8,7.36
5973,6h1i,7.36
5974,6hb6,7.36
5975,6nsp,7.36
5976,6q3z,7.36
5977,6qmj,7.36
5978,2wot,7.36
5979,3ft2,7.36
5980,5m6m,7.36
5981,1bqm,7.35
5982,1exv,7.35
5983,1gmy,7.35
5984,1mhw,7.35
5985,1qkb,7.35
5986,1ttm,7.35
5987,2g9x,7.35
5988,2vrx,7.35
5989,2wih,7.35
5990,2yq6,7.35
5991,3c1x,7.35
5992,3lrh,7.35
5993,3rtf,7.35
5994,3s6t,7.35
5995,3su2,7.35
5996,3zdh,7.35
5997,4bj9,7.35
5998,4jib,7.35
5999,4mw5,7.35
6000,4mzf,7.35
6001,4pm0,7.35
6002,4ui4,7.35
6003,4z93,7.35
6004,5hdz,7.35
6005,5idp,7.35
6006,5jna,7.35
6007,5q0x,7.35
6008,5tgy,7.35
6009,6ck3,7.35
6010,6m9d,7.35
6011,6mep,7.35
6012,5v9t,7.35
6013,6ma4,7.35
6014,1uw6,7.34
6015,1y2a,7.34
6016,2dxs,7.34
6017,2ea4,7.34
6018,2fgi,7.34
6019,2gv6,7.34
6020,2hk5,7.34
6021,2vvs,7.34
6022,2ydw,7.34
6023,3f7i,7.34
6024,3znc,7.34
6025,4eg7,7.34
6026,4fi9,7.34
6027,4mnp,7.34
6028,4nhc,7.34
6029,4qqc,7.34
6030,5aag,7.34
6031,5dqc,7.34
6032,5ei2,7.34
6033,5hgq,7.34
6034,5ia3,7.34
6035,5ivj,7.34
6036,5mim,7.34
6037,5ttg,7.34
6038,5w14,7.34
6039,6bq0,7.34
6040,6hk7,7.34
6041,6arv,7.34
6042,1fe3,7.33
6043,2ank,7.33
6044,2j2u,7.33
6045,2r2m,7.33
6046,3dhk,7.33
6047,3gjd,7.33
6048,3ivh,7.33
6049,3tkh,7.33
6050,4ayq,7.33
6051,4az2,7.33
6052,4fyo,7.33
6053,4knb,7.33
6054,4mao,7.33
6055,4q4i,7.33
6056,4wsj,7.33
6057,5ek9,7.33
6058,5f4p,7.33
6059,5iug,7.33
6060,5ttu,7.33
6061,5w2s,7.33
6062,5w38,7.33
6063,6h77,7.33
6064,6h78,7.33
6065,6hvh,7.33
6066,6qat,7.33
6067,2vu3,7.33
6068,6hly,7.33
6069,6hlz,7.33
6070,6hm2,7.33
6071,1a9u,7.32
6072,1g5s,7.32
6073,1jut,7.32
6074,1owj,7.32
6075,1qf1,7.32
6076,1xh6,7.32
6077,2j7e,7.32
6078,3cp9,7.32
6079,3ipu,7.32
6080,3kv2,7.32
6081,3m6q,7.32
6082,3mnu,7.32
6083,3nnu,7.32
6084,3ogm,7.32
6085,3pj1,7.32
6086,3pww,7.32
6087,4c9x,7.32
6088,4j8m,7.32
6089,4jpe,7.32
6090,4qj0,7.32
6091,4rrn,7.32
6092,5d1j,7.32
6093,5hdx,7.32
6094,5i56,7.32
6095,5jjs,7.32
6096,5q19,7.32
6097,6c9s,7.32
6098,6gy0,7.32
6099,6p3t,7.32
6100,6s5k,7.32
6101,1ydt,7.32
6102,1o1s,7.31
6103,2pj6,7.31
6104,3mxf,7.31
6105,3qt7,7.31
6106,3uod,7.31
6107,3uqp,7.31
6108,3vhu,7.31
6109,3zxv,7.31
6110,4d88,7.31
6111,4j1c,7.31
6112,4ksq,7.31
6113,4m84,7.31
6114,4n4t,7.31
6115,4nyf,7.31
6116,5hbh,7.31
6117,5q1b,7.31
6118,5tbm,7.31
6119,6db4,7.31
6120,6ex1,7.31
6121,6qfv,7.31
6122,5u9i,7.31
6123,1ej4,7.3
6124,1nhg,7.3
6125,1nj5,7.3
6126,1nju,7.3
6127,1nkm,7.3
6128,1nqc,7.3
6129,1o3h,7.3
6130,1o3i,7.3
6131,1opi,7.3
6132,1qtn,7.3
6133,1sw1,7.3
6134,1tmn,7.3
6135,1xdg,7.3
6136,1xmy,7.3
6137,1zge,7.3
6138,2a0c,7.3
6139,2b7f,7.3
6140,2f4b,7.3
6141,2fwz,7.3
6142,2i3i,7.3
6143,2obj,7.3
6144,2qi1,7.3
6145,2uxi,7.3
6146,2vvn,7.3
6147,2xae,7.3
6148,2xx2,7.3
6149,3c52,7.3
6150,3hmv,7.3
6151,3i6z,7.3
6152,3l9m,7.3
6153,3n0n,7.3
6154,3oof,7.3
6155,3qtz,7.3
6156,3r16,7.3
6157,3s8x,7.3
6158,3t0w,7.3
6159,4a1w,7.3
6160,4b1j,7.3
6161,4bic,7.3
6162,4bo1,7.3
6163,4bo2,7.3
6164,4cbt,7.3
6165,4cl9,7.3
6166,4dpt,7.3
6167,4dpu,7.3
6168,4j24,7.3
6169,4mot,7.3
6170,4qiy,7.3
6171,4qyy,7.3
6172,4rg0,7.3
6173,4riu,7.3
6174,4sga,7.3
6175,4uiw,7.3
6176,4uix,7.3
6177,4zla,7.3
6178,5a14,7.3
6179,5i9i,7.3
6180,5j58,7.3
6181,5j59,7.3
6182,5j7s,7.3
6183,5jo0,7.3
6184,5k4l,7.3
6185,5l7h,7.3
6186,5mi6,7.3
6187,5naw,7.3
6188,5nba,7.3
6189,5tw2,7.3
6190,6ckr,7.3
6191,6hro,7.3
6192,6hy2,7.3
6193,6lpr,7.3
6194,6qeg,7.3
6195,6r7k,7.3
6196,6rn7,7.3
6197,1oqp,7.3
6198,2aq9,7.3
6199,2p59,7.3
6200,4kai,7.3
6201,4kpx,7.3
6202,5jn8,7.3
6203,5v49,7.3
6204,5xij,7.3
6205,6mr5,7.3
6206,1py5,7.29
6207,3ccz,7.29
6208,3hdz,7.29
6209,3uoj,7.29
6210,4ciz,7.29
6211,4do4,7.29
6212,4iwz,7.29
6213,4pf3,7.29
6214,4yv2,7.29
6215,5i23,7.29
6216,5opv,7.29
6217,5vii,7.29
6218,5wzr,7.29
6219,5xva,7.29
6220,5y7j,7.29
6221,6cco,7.29
6222,6fa4,7.29
6223,6hkn,7.29
6224,4j0p,7.29
6225,1b40,7.28
6226,1hii,7.28
6227,1kel,7.28
6228,1ppx,7.28
6229,1pun,7.28
6230,1puq,7.28
6231,1pus,7.28
6232,2ceq,7.28
6233,2cgr,7.28
6234,2pql,7.28
6235,2qhz,7.28
6236,2qoa,7.28
6237,2w1h,7.28
6238,2yel,7.28
6239,3a6t,7.28
6240,3fl5,7.28
6241,3iwy,7.28
6242,3k5d,7.28
6243,3o7u,7.28
6244,3sbh,7.28
6245,3u4o,7.28
6246,3wcf,7.28
6247,4alx,7.28
6248,4gq6,7.28
6249,4m2w,7.28
6250,4puk,7.28
6251,4qjx,7.28
6252,4r1e,7.28
6253,4ryl,7.28
6254,4xxs,7.28
6255,5cap,7.28
6256,5cfb,7.28
6257,5i4o,7.28
6258,5i7x,7.28
6259,5i7y,7.28
6260,5ia4,7.28
6261,5isl,7.28
6262,5j7p,7.28
6263,5li3,7.28
6264,5one,7.28
6265,5opu,7.28
6266,5tzx,7.28
6267,5w12,7.28
6268,5zah,7.28
6269,6aa5,7.28
6270,6dm8,7.28
6271,6oz6,7.28
6272,3u7l,7.28
6273,1fdq,7.27
6274,2ity,7.27
6275,3fl8,7.27
6276,3l3q,7.27
6277,3pvw,7.27
6278,4ery,7.27
6279,4itp,7.27
6280,4j17,7.27
6281,4kn2,7.27
6282,4l0l,7.27
6283,4m6p,7.27
6284,4xit,7.27
6285,5hlp,7.27
6286,5izu,7.27
6287,5lo6,7.27
6288,5ygd,7.27
6289,6hp5,7.27
6290,6q3y,7.27
6291,2igx,7.27
6292,1dhi,7.26
6293,1i72,7.26
6294,1mrx,7.26
6295,1wv7,7.26
6296,2f8i,7.26
6297,2qzr,7.26
6298,2xib,7.26
6299,3arg,7.26
6300,3cz1,7.26
6301,3gc5,7.26
6302,3ifo,7.26
6303,3p5o,7.26
6304,3v3b,7.26
6305,3veu,7.26
6306,3vg1,7.26
6307,4d83,7.26
6308,4e1m,7.26
6309,4efg,7.26
6310,4hw2,7.26
6311,4hys,7.26
6312,4k0u,7.26
6313,4lmu,7.26
6314,4ly1,7.26
6315,4nnr,7.26
6316,4q9z,7.26
6317,4zpg,7.26
6318,5hvt,7.26
6319,5n4s,7.26
6320,5y6d,7.26
6321,6mlj,7.26
6322,3q4l,7.26
6323,5l6p,7.26
6324,1ezf,7.25
6325,1jet,7.25
6326,1u59,7.25
6327,1y2h,7.25
6328,2ces,7.25
6329,2ole,7.25
6330,2qbw,7.25
6331,3gcs,7.25
6332,3mhl,7.25
6333,3p3r,7.25
6334,3ua9,7.25
6335,4gk3,7.25
6336,4og8,7.25
6337,4xx3,7.25
6338,5a6i,7.25
6339,5eth,7.25
6340,5ggz,7.25
6341,5lvx,7.25
6342,5tts,7.25
6343,6cz3,7.25
6344,6db3,7.25
6345,6kla,7.25
6346,6m9c,7.25
6347,2gbg,7.25
6348,1db4,7.24
6349,1etz,7.24
6350,1g2l,7.24
6351,1oyt,7.24
6352,1y4z,7.24
6353,2gnl,7.24
6354,2obo,7.24
6355,2p33,7.24
6356,2psv,7.24
6357,2wi7,7.24
6358,3biz,7.24
6359,3cbs,7.24
6360,3dpe,7.24
6361,3dpf,7.24
6362,3f2a,7.24
6363,3ikg,7.24
6364,3kec,7.24
6365,3mww,7.24
6366,3n3g,7.24
6367,3o84,7.24
6368,3o96,7.24
6369,3p3t,7.24
6370,3qrk,7.24
6371,3uqr,7.24
6372,3w69,7.24
6373,3wzk,7.24
6374,4azb,7.24
6375,4dwg,7.24
6376,4fm7,7.24
6377,4ha5,7.24
6378,4i32,7.24
6379,4iq6,7.24
6380,4mvx,7.24
6381,4o0z,7.24
6382,4od9,7.24
6383,4r75,7.24
6384,4uil,7.24
6385,4w5j,7.24
6386,4y87,7.24
6387,4ybs,7.24
6388,4yxu,7.24
6389,5ad1,7.24
6390,5dh4,7.24
6391,5dyy,7.24
6392,5j7f,7.24
6393,5j7g,7.24
6394,5nxw,7.24
6395,5q0w,7.24
6396,5t1t,7.24
6397,5tv1,7.24
6398,5vsd,7.24
6399,5xmx,7.24
6400,6cki,7.24
6401,6g3q,7.24
6402,6qc0,7.24
6403,4kn4,7.24
6404,5j9y,7.24
6405,6df2,7.24
6406,1h37,7.23
6407,1y91,7.23
6408,2cnh,7.23
6409,3f8e,7.23
6410,3n4l,7.23
6411,4a4x,7.23
6412,4avh,7.23
6413,4djx,7.23
6414,4lxd,7.23
6415,4pyy,7.23
6416,5e2m,7.23
6417,5j9f,7.23
6418,5kre,7.23
6419,5tq5,7.23
6420,5uwf,7.23
6421,5ywy,7.23
6422,6g1v,7.23
6423,6iyw,7.23
6424,5if6,7.23
6425,1fvt,7.22
6426,1gvx,7.22
6427,1lan,7.22
6428,1ll4,7.22
6429,1pxm,7.22
6430,1py2,7.22
6431,1sw2,7.22
6432,1uk1,7.22
6433,2epn,7.22
6434,2er6,7.22
6435,2fo4,7.22
6436,2fv9,7.22
6437,2h6t,7.22
6438,2q3z,7.22
6439,2r7b,7.22
6440,2rkn,7.22
6441,2xng,7.22
6442,3csl,7.22
6443,3cy2,7.22
6444,3cyu,7.22
6445,3cyz,7.22
6446,3dzt,7.22
6447,3hu2,7.22
6448,3in3,7.22
6449,3k99,7.22
6450,3m35,7.22
6451,3m96,7.22
6452,3ma3,7.22
6453,3pcj,7.22
6454,3qem,7.22
6455,3uz5,7.22
6456,3zov,7.22
6457,4a9u,7.22
6458,4ask,7.22
6459,4avg,7.22
6460,4cfe,7.22
6461,4cra,7.22
6462,4gfm,7.22
6463,4hxq,7.22
6464,4lte,7.22
6465,4lyn,7.22
6466,4nb6,7.22
6467,4nxo,7.22
6468,4o0y,7.22
6469,4pis,7.22
6470,4qr5,7.22
6471,4tmr,7.22
6472,4zy2,7.22
6473,5a6a,7.22
6474,5aen,7.22
6475,5aph,7.22
6476,5cw8,7.22
6477,5iw0,7.22
6478,5t4v,7.22
6479,5tfx,7.22
6480,5v3o,7.22
6481,5wb3,7.22
6482,6akw,7.22
6483,6b30,7.22
6484,6bh1,7.22
6485,6bu1,7.22
6486,6cje,7.22
6487,6dvo,7.22
6488,6qef,7.22
6489,2hnc,7.22
6490,3q8d,7.22
6491,5we9,7.22
6492,1gsz,7.21
6493,1wun,7.21
6494,2pl0,7.21
6495,2q9m,7.21
6496,2wo9,7.21
6497,2x9f,7.21
6498,2yek,7.21
6499,3br9,7.21
6500,3chr,7.21
6501,3f1a,7.21
6502,3gyn,7.21
6503,3if7,7.21
6504,3kga,7.21
6505,3s77,7.21
6506,3v7t,7.21
6507,4a9s,7.21
6508,4av5,7.21
6509,4b73,7.21
6510,4hw7,7.21
6511,4jmx,7.21
6512,4wz8,7.21
6513,4za0,7.21
6514,5bwc,7.21
6515,5g11,7.21
6516,5hzn,7.21
6517,5i80,7.21
6518,5jf6,7.21
6519,5ljj,7.21
6520,5q0s,7.21
6521,5zg3,7.21
6522,5zyj,7.21
6523,3odl,7.21
6524,4mbj,7.21
6525,1s50,7.2
6526,1xqc,7.2
6527,2g8n,7.2
6528,2nsx,7.2
6529,2pow,7.2
6530,2pqb,7.2
6531,2xii,7.2
6532,3c79,7.2
6533,3eov,7.2
6534,3hdn,7.2
6535,3ig7,7.2
6536,3k2f,7.2
6537,3lzb,7.2
6538,3mz6,7.2
6539,3qcx,7.2
6540,4ark,7.2
6541,4f64,7.2
6542,4g8n,7.2
6543,4msk,7.2
6544,4umn,7.2
6545,5i43,7.2
6546,5jf5,7.2
6547,6c3e,7.2
6548,6cn8,7.2
6549,6ffs,7.2
6550,4igr,7.2
6551,1fcx,7.19
6552,1gi4,7.19
6553,1hsl,7.19
6554,1idg,7.19
6555,1los,7.19
6556,1lxh,7.19
6557,1me3,7.19
6558,1nu1,7.19
6559,1nxy,7.19
6560,1oiy,7.19
6561,1q7a,7.19
6562,1w83,7.19
6563,1z9y,7.19
6564,2azb,7.19
6565,2cmb,7.19
6566,2j4z,7.19
6567,2j7h,7.19
6568,2rip,7.19
6569,2vew,7.19
6570,3arf,7.19
6571,3avz,7.19
6572,3f19,7.19
6573,3f7b,7.19
6574,3f7z,7.19
6575,3gdt,7.19
6576,3ips,7.19
6577,3nsn,7.19
6578,3o0j,7.19
6579,3qsd,7.19
6580,3zqi,7.19
6581,4app,7.19
6582,4ega,7.19
6583,4ehg,7.19
6584,4obq,7.19
6585,4p90,7.19
6586,4py1,7.19
6587,4qy8,7.19
6588,4rwk,7.19
6589,4zx3,7.19
6590,5am7,7.19
6591,5c8m,7.19
6592,5dde,7.19
6593,5.00E+88,7.19
6594,5ha1,7.19
6595,5hoa,7.19
6596,5jf1,7.19
6597,5jf4,7.19
6598,5kjm,7.19
6599,5nge,7.19
6600,5t9z,7.19
6601,5u94,7.19
6602,5w5u,7.19
6603,5wh5,7.19
6604,6c7x,7.19
6605,6ndl,7.19
6606,6oi9,7.19
6607,1me7,7.19
6608,1me8,7.19
6609,4jk6,7.19
6610,2a4g,7.18
6611,2q63,7.18
6612,2r4b,7.18
6613,2xj2,7.18
6614,3bl9,7.18
6615,3i7b,7.18
6616,3igg,7.18
6617,3w2q,7.18
6618,4ca4,7.18
6619,4l0t,7.18
6620,4mzh,7.18
6621,4q9m,7.18
6622,5t35,7.18
6623,5u7i,7.18
6624,5v7i,7.18
6625,5wex,7.18
6626,5wg5,7.18
6627,5zdp,7.18
6628,6e5l,7.18
6629,6e7s,7.18
6630,7lpr,7.18
6631,2a4q,7.18
6632,3jsw,7.18
6633,4rj5,7.18
6634,1g36,7.17
6635,1o2h,7.17
6636,1p02,7.17
6637,1rs4,7.17
6638,2a8h,7.17
6639,2doo,7.17
6640,2evo,7.17
6641,2i6b,7.17
6642,2jk7,7.17
6643,2o22,7.17
6644,2p2h,7.17
6645,3el4,7.17
6646,3s2p,7.17
6647,3tsk,7.17
6648,3zpq,7.17
6649,4e1n,7.17
6650,4i06,7.17
6651,4l0b,7.17
6652,4nks,7.17
6653,4o0x,7.17
6654,4zur,7.17
6655,4zyw,7.17
6656,4zyz,7.17
6657,5aep,7.17
6658,5gtr,7.17
6659,5h9p,7.17
6660,5jmp,7.17
6661,5q18,7.17
6662,5tks,7.17
6663,5u28,7.17
6664,5v0n,7.17
6665,5yjo,7.17
6666,6dcz,7.17
6667,6eg9,7.17
6668,6g2l,7.17
6669,6h52,7.17
6670,6htg,7.17
6671,6ijh,7.17
6672,6mdb,7.17
6673,6npt,7.17
6674,6p9e,7.17
6675,6pvx,7.17
6676,2bdf,7.17
6677,4i9h,7.17
6678,6hlx,7.17
6679,1epp,7.16
6680,1f0u,7.16
6681,1oi9,7.16
6682,1xuo,7.16
6683,2wuu,7.16
6684,2xe4,7.16
6685,2ycr,7.16
6686,3ewh,7.16
6687,3f3d,7.16
6688,4ajn,7.16
6689,4bg6,7.16
6690,4fc0,7.16
6691,4hvi,7.16
6692,4iva,7.16
6693,4o9w,7.16
6694,4qgf,7.16
6695,4y6p,7.16
6696,5t1u,7.16
6697,5ukj,7.16
6698,6awp,7.16
6699,6ay5,7.16
6700,6c5j,7.16
6701,6c5k,7.16
6702,6do5,7.16
6703,6f3g,7.16
6704,6u5y,7.16
6705,1dm2,7.15
6706,1elb,7.15
6707,1fch,7.15
6708,1nzl,7.15
6709,1pxn,7.15
6710,1zog,7.15
6711,2bxu,7.15
6712,2fci,7.15
6713,2fqx,7.15
6714,2hzi,7.15
6715,2p8h,7.15
6716,2qnn,7.15
6717,2r3n,7.15
6718,2wfj,7.15
6719,3arp,7.15
6720,3c49,7.15
6721,3fql,7.15
6722,3h9o,7.15
6723,3hp5,7.15
6724,3o86,7.15
6725,3oki,7.15
6726,3qtu,7.15
6727,3qtx,7.15
6728,3rpv,7.15
6729,3rt6,7.15
6730,3tv8,7.15
6731,3uli,7.15
6732,3ur0,7.15
6733,4a9t,7.15
6734,4btw,7.15
6735,4c1t,7.15
6736,4eej,7.15
6737,4fr3,7.15
6738,4gs6,7.15
6739,4ko8,7.15
6740,4l10,7.15
6741,4lwe,7.15
6742,4no8,7.15
6743,4pct,7.15
6744,4prg,7.15
6745,4qp9,7.15
6746,4ran,7.15
6747,4xt2,7.15
6748,4y6m,7.15
6749,5al5,7.15
6750,5ct7,7.15
6751,5enm,7.15
6752,5fi2,7.15
6753,5hvs,7.15
6754,5ijp,7.15
6755,5kzp,7.15
6756,5mts,7.15
6757,5nqr,7.15
6758,5w4v,7.15
6759,5xih,7.15
6760,6afr,7.15
6761,6f3e,7.15
6762,6fgy,7.15
6763,6jn6,7.15
6764,6mku,7.15
6765,6nfh,7.15
6766,6pys,7.15
6767,6qyp,7.15
6768,6sfk,7.15
6769,1xr9,7.15
6770,1z4u,7.15
6771,2bba,7.15
6772,2ovq,7.15
6773,3ff6,7.15
6774,3n9r,7.15
6775,1rxp,7.14
6776,1xuc,7.14
6777,2hwp,7.14
6778,2pv1,7.14
6779,2viw,7.14
6780,2vot,7.14
6781,2wou,7.14
6782,3ddp,7.14
6783,3f3v,7.14
6784,3ffp,7.14
6785,3n7o,7.14
6786,4afe,7.14
6787,4c1e,7.14
6788,4fgx,7.14
6789,4hct,7.14
6790,4ks4,7.14
6791,4wov,7.14
6792,4xaq,7.14
6793,5ehr,7.14
6794,5i2z,7.14
6795,5my8,7.14
6796,5q1f,7.14
6797,5u7o,7.14
6798,5uir,7.14
6799,6epz,7.14
6800,6fng,7.14
6801,6g2n,7.14
6802,6h3q,7.14
6803,6huq,7.14
6804,6uf0,7.14
6805,4prj,7.14
6806,5d10,7.14
6807,5ur5,7.14
6808,1o39,7.13
6809,1o3b,7.13
6810,1o3c,7.13
6811,1o3d,7.13
6812,2j7d,7.13
6813,3f81,7.13
6814,3gcv,7.13
6815,3rtn,7.13
6816,3v5g,7.13
6817,3zc5,7.13
6818,4arw,7.13
6819,4d1y,7.13
6820,4jsc,7.13
6821,4kx8,7.13
6822,4pte,7.13
6823,4r5w,7.13
6824,4wk7,7.13
6825,4zbf,7.13
6826,5hpm,7.13
6827,5lom,7.13
6828,5o8t,7.13
6829,5obg,7.13
6830,6qed,7.13
6831,6qxs,7.13
6832,4b6p,7.13
6833,1b05,7.12
6834,1b52,7.12
6835,1gwq,7.12
6836,1nz7,7.12
6837,1xd0,7.12
6838,1z95,7.12
6839,2pov,7.12
6840,2wey,7.12
6841,2x2r,7.12
6842,3bcn,7.12
6843,3d2t,7.12
6844,3dbs,7.12
6845,3dx4,7.12
6846,3hww,7.12
6847,3kej,7.12
6848,3nzs,7.12
6849,3p5k,7.12
6850,3w32,7.12
6851,4bzs,7.12
6852,4caf,7.12
6853,4daf,7.12
6854,4e0x,7.12
6855,4erq,7.12
6856,4k9h,7.12
6857,4mgv,7.12
6858,4mwx,7.12
6859,4ng9,7.12
6860,4r5n,7.12
6861,4rj6,7.12
6862,4xjs,7.12
6863,4yps,7.12
6864,5bs0,7.12
6865,5k0j,7.12
6866,5nin,7.12
6867,5umz,7.12
6868,5upj,7.12
6869,5v7w,7.12
6870,5wir,7.12
6871,5xii,7.12
6872,6cgp,7.12
6873,6cz4,7.12
6874,6o48,7.12
6875,6hth,7.12
6876,2gmx,7.11
6877,3.00E+64,7.11
6878,3v2w,7.11
6879,4acx,7.11
6880,4dpi,7.11
6881,4h1m,7.11
6882,4ia0,7.11
6883,4j0z,7.11
6884,4obo,7.11
6885,4xe1,7.11
6886,4zx4,7.11
6887,5djv,7.11
6888,5k4j,7.11
6889,5mi7,7.11
6890,5mqy,7.11
6891,5t1w,7.11
6892,5ula,7.11
6893,5vc3,7.11
6894,5vm6,7.11
6895,5vrl,7.11
6896,5wgd,7.11
6897,5x4q,7.11
6898,6axl,7.11
6899,6dpt,7.11
6900,6h4y,7.11
6901,6hgx,7.11
